timestamp,x,y,z
1523178326635696,0.081543,-0.453125,0.888672
1523178326651504,0.0820313,-0.45459,0.880859
1523178326672558,0.0859375,-0.453613,0.873535
1523178326696860,0.0766602,-0.441406,0.861328
1523178326711902,0.0585938,-0.441406,0.864746
1523178326732732,0.0493164,-0.435059,0.864746
1523178326756783,0.046875,-0.434082,0.858887
1523178326787995,0.0517578,-0.438965,0.866699
1523178326789906,0.0727539,-0.450195,0.871582
1523178326808948,0.0795898,-0.441406,0.879883
1523178326823960,0.0932617,-0.440918,0.882324
1523178326849038,0.0947266,-0.437988,0.87793
1523178326869081,0.107422,-0.436035,0.862305
1523178326913249,0.102051,-0.436523,0.874023
1523178326923273,0.0913086,-0.431152,0.888184
1523178326929242,0.0834961,-0.431152,0.887695
1523178326944284,0.0947266,-0.433105,0.884766
1523178326966339,0.090332,-0.431152,0.882324
1523178326997425,0.0756836,-0.4375,0.890137
1523178327011463,0.0654297,-0.434082,0.884277
1523178327035525,0.0546875,-0.437012,0.875
1523178327056871,0.065918,-0.439453,0.857422
1523178327071621,0.0595703,-0.453613,0.860352
1523178327094684,0.0571289,-0.45459,0.861816
1523178327117778,0.0683594,-0.462891,0.867188
1523178327131779,0.0688477,-0.456543,0.880371
1523178327154842,0.0766602,-0.460449,0.882324
1523178327177032,0.0791016,-0.450684,0.881348
1523178327192181,0.0830078,-0.44873,0.886719
1523178327215001,0.0898438,-0.438477,0.879883
1523178327237060,0.0986328,-0.441406,0.881836
1523178327251447,0.090332,-0.422363,0.883301
1523178327274552,0.0849609,-0.417969,0.885254
1523178327297220,0.0849609,-0.42627,0.878418
1523178327318661,0.0756836,-0.425781,0.878906
1523178327335348,0.0732422,-0.430176,0.874023
1523178327357379,0.0712891,-0.433105,0.877441
1523178327378683,0.0722656,-0.439453,0.87793
1523178327394479,0.0742188,-0.442871,0.879883
1523178327417545,0.0791016,-0.450684,0.871582
1523178327438596,0.0859375,-0.437988,0.870605
1523178327454639,0.0878906,-0.43457,0.873047
1523178327477014,0.0844727,-0.429688,0.873047
1523178327497775,0.081543,-0.422852,0.883301
1523178327514801,0.0908203,-0.421387,0.882324
1523178327536981,0.0864258,-0.421387,0.873535
1523178327559920,0.0834961,-0.411133,0.878906
1523178327564933,0.0800781,-0.425781,0.882324
1523178327588297,0.0844727,-0.42627,0.88623
1523178327603073,0.0800781,-0.433594,0.883301
1523178327625343,0.0795898,-0.436035,0.87793
1523178327647148,0.0800781,-0.437988,0.882813
1523178327662229,0.0844727,-0.442383,0.875977
1523178327685251,0.0810547,-0.433594,0.881348
1523178327707309,0.081543,-0.435059,0.878418
1523178327722384,0.0786133,-0.435547,0.883301
1523178327745410,0.0830078,-0.418457,0.87793
1523178327767502,0.0825195,-0.430176,0.878906
1523178327782562,0.0834961,-0.42627,0.878906
1523178327805205,0.074707,-0.43457,0.883301
1523178327827940,0.0859375,-0.432129,0.886719
1523178327843241,0.0839844,-0.439453,0.890625
1523178327866018,0.0864258,-0.446777,0.878906
1523178327888418,0.0864258,-0.441895,0.882813
1523178327904119,0.081543,-0.427734,0.867676
1523178327925175,0.0820313,-0.422852,0.864258
1523178327947233,0.0830078,-0.421875,0.857422
1523178327964278,0.0893555,-0.432129,0.866211
1523178327985336,0.0893555,-0.429199,0.876953
1523178328007429,0.0795898,-0.428223,0.880859
1523178328023435,0.0820313,-0.439941,0.876465
1523178328044490,0.081543,-0.456055,0.88623
1523178328067589,0.0810547,-0.446289,0.87793
1523178328083597,0.0942383,-0.446289,0.870605
1523178328105939,0.0952148,-0.429688,0.86377
1523178328127650,0.0805664,-0.432129,0.866699
1523178328144291,0.0708008,-0.421387,0.87793
1523178328165347,0.0693359,-0.416504,0.873047
1523178328187406,0.0859375,-0.434082,0.878418
1523178328203449,0.0874023,-0.45459,0.888184
1523178328224504,0.0883789,-0.455566,0.900879
1523178328247566,0.0698242,-0.452148,0.904297
1523178328265635,0.0693359,-0.456055,0.901855
1523178328284664,0.0791016,-0.46875,0.881348
1523178328308111,0.0878906,-0.460938,0.851563
1523178328326117,0.0795898,-0.454102,0.850098
1523178328345222,0.0541992,-0.438477,0.852051
1523178328368244,0.0615234,-0.441895,0.861328
1523178328386303,0.0786133,-0.45166,0.868652
1523178328404984,0.0957031,-0.449707,0.874512
1523178328428261,0.0986328,-0.436035,0.879395
1523178328446123,0.0913086,-0.431152,0.879883
1523178328465172,0.0820313,-0.418457,0.877441
1523178328488238,0.0898438,-0.428223,0.883301
1523178328505252,0.0883789,-0.438965,0.875977
1523178328525594,0.0898438,-0.42627,0.881348
1523178328547390,0.0864258,-0.431152,0.883301
1523178328565411,0.0756836,-0.431152,0.872559
1523178328585718,0.0732422,-0.433594,0.870117
1523178328607579,0.0688477,-0.437988,0.876465
1523178328625570,0.0732422,-0.448242,0.880859
1523178328645771,0.0786133,-0.449707,0.876465
1523178328667918,0.0883789,-0.448242,0.865723
1523178328685731,0.0981445,-0.439941,0.868164
1523178328704780,0.097168,-0.439941,0.864258
1523178328728247,0.0932617,-0.429199,0.855957
1523178328752159,0.0883789,-0.418945,0.848145
1523178328767950,0.0732422,-0.426758,0.841797
1523178328787369,0.0683594,-0.432617,0.861816
1523178328806389,0.0712891,-0.457031,0.873535
1523178328825492,0.0678711,-0.458008,0.882813
1523178328847161,0.0688477,-0.47168,0.878906
1523178328865209,0.065918,-0.465332,0.874512
1523178328886301,0.0595703,-0.472656,0.867676
1523178328907638,0.0581055,-0.475586,0.871094
1523178328926374,0.0742188,-0.475586,0.864258
1523178328946427,0.0786133,-0.480469,0.87207
1523178328967737,0.0786133,-0.483887,0.861328
1523178328985529,0.0722656,-0.493652,0.851074
1523178329006585,0.078125,-0.493164,0.850098
1523178329027942,0.081543,-0.485352,0.844727
1523178329045690,0.0727539,-0.486816,0.848145
1523178329066744,0.0693359,-0.483398,0.867188
1523178329088042,0.0761719,-0.465332,0.883789
1523178329106081,0.078125,-0.461426,0.912598
1523178329126904,0.074707,-0.458984,0.903809
1523178329146956,0.0693359,-0.452637,0.887695
1523178329166045,0.0698242,-0.466309,0.884766
1523178329186359,0.0698242,-0.469727,0.876953
1523178329208307,0.0761719,-0.47168,0.862793
1523178329225166,0.0664063,-0.481445,0.850098
1523178329256250,0.0776367,-0.490723,0.85498
1523178329268317,0.0737305,-0.494629,0.847168
1523178329286354,0.0776367,-0.487793,0.842285
1523178329308388,0.0654297,-0.490234,0.853027
1523178329327742,0.0625,-0.487305,0.856445
1523178329350833,0.0561523,-0.478027,0.865234
1523178329368583,0.0541992,-0.476074,0.864258
1523178329388922,0.0620117,-0.467285,0.871582
1523178329405646,0.0693359,-0.47168,0.870605
1523178329428744,0.078125,-0.467773,0.869141
1523178329447757,0.0771484,-0.461426,0.866699
1523178329465807,0.0742188,-0.47168,0.875
1523178329487863,0.0800781,-0.470215,0.867676
1523178329508234,0.0805664,-0.468262,0.861328
1523178329526183,0.0800781,-0.476074,0.861328
1523178329548023,0.074707,-0.462891,0.869141
1523178329568313,0.0708008,-0.478516,0.86084
1523178329590431,0.0732422,-0.468262,0.868164
1523178329608185,0.0737305,-0.468262,0.868652
1523178329627536,0.0766602,-0.462402,0.866211
1523178329650409,0.0732422,-0.45166,0.85791
1523178329668463,0.0712891,-0.454102,0.850586
1523178329687394,0.0742188,-0.456055,0.852539
1523178329710722,0.074707,-0.461426,0.864258
1523178329728553,0.0800781,-0.453613,0.862793
1523178329747553,0.081543,-0.45752,0.866211
1523178329769611,0.0756836,-0.458008,0.868164
1523178329788664,0.0683594,-0.449219,0.880371
1523178329810722,0.0688477,-0.452637,0.88623
1523178329829773,0.0776367,-0.459961,0.886719
1523178329847818,0.078125,-0.449219,0.890625
1523178329868876,0.0717773,-0.454102,0.884766
1523178329890195,0.0830078,-0.454102,0.87793
1523178329907979,0.0810547,-0.448242,0.879883
1523178329929036,0.0751953,-0.450195,0.883789
1523178329950333,0.0776367,-0.44873,0.865723
1523178329968140,0.0839844,-0.441895,0.870605
1523178329989201,0.0795898,-0.455566,0.869141
1523178330010554,0.0751953,-0.448242,0.866699
1523178330028300,0.0776367,-0.443359,0.859863
1523178330049533,0.0849609,-0.440918,0.874512
1523178330070500,0.0864258,-0.433105,0.87207
1523178330088666,0.0849609,-0.432129,0.871582
1523178330108805,0.0859375,-0.431152,0.879395
1523178330130572,0.0830078,-0.424316,0.87793
1523178330147619,0.0947266,-0.420898,0.873535
1523178330170679,0.0883789,-0.421875,0.868164
1523178330189990,0.0859375,-0.422852,0.879395
1523178330207776,0.0820313,-0.430664,0.881836
1523178330230839,0.0761719,-0.422852,0.878906
1523178330250145,0.0834961,-0.430664,0.880371
1523178330267941,0.0810547,-0.42041,0.875488
1523178330291070,0.0776367,-0.433105,0.874023
1523178330310353,0.081543,-0.422852,0.875488
1523178330328100,0.0839844,-0.418945,0.869141
1523178330351164,0.0888672,-0.424316,0.879395
1523178330370414,0.0878906,-0.418945,0.881348
1523178330388261,0.0922852,-0.421387,0.882813
1523178330410315,0.0893555,-0.416016,0.884277
1523178330430368,0.0878906,-0.420898,0.879883
1523178330447414,0.0859375,-0.430176,0.883301
1523178330469473,0.0893555,-0.424805,0.876465
1523178330490827,0.0791016,-0.429688,0.869629
