timestamp,x,y,z
1523182982504632,-0.215332,-0.803223,0.59082
1523182982527697,-0.205566,-0.802246,0.595703
1523182982550754,-0.206055,-0.792969,0.601074
1523182982564797,-0.204102,-0.802734,0.588379
1523182982587852,-0.211914,-0.797852,0.589844
1523182982610913,-0.21582,-0.805176,0.593262
1523182982624951,-0.208496,-0.805664,0.585449
1523182982648016,-0.20752,-0.80127,0.588867
1523182982671074,-0.202637,-0.79541,0.593262
1523182982685111,-0.216797,-0.808594,0.591797
1523182982708171,-0.209473,-0.800781,0.594238
1523182982730230,-0.202148,-0.798828,0.59082
1523182982745275,-0.213379,-0.803711,0.591797
1523182982768386,-0.208984,-0.794922,0.593262
1523182982790390,-0.20166,-0.809082,0.594727
1523182982804662,-0.208496,-0.793945,0.592773
1523182982828491,-0.214844,-0.79834,0.597656
1523182982850551,-0.20459,-0.798828,0.587891
1523182982871606,-0.210449,-0.8125,0.602051
1523182982887650,-0.202148,-0.794434,0.591797
1523182982910712,-0.203125,-0.792969,0.603516
1523182982931771,-0.206543,-0.79248,0.595703
1523182982947809,-0.209473,-0.801758,0.585449
1523182982970872,-0.208008,-0.804199,0.594238
1523182982991926,-0.209473,-0.802734,0.590332
1523182983008377,-0.203125,-0.785645,0.587891
1523182983030435,-0.208984,-0.801758,0.598145
1523182983051567,-0.204102,-0.800781,0.602051
1523182983067611,-0.208008,-0.80127,0.595703
1523182983090671,-0.199219,-0.791504,0.597168
1523182983111728,-0.211426,-0.809082,0.589355
1523182983127771,-0.220215,-0.813477,0.598145
1523182983150831,-0.206543,-0.796387,0.59375
1523182983171926,-0.199707,-0.796387,0.602051
1523182983187929,-0.200195,-0.786133,0.595215
1523182983210996,-0.205078,-0.795898,0.595215
1523182983232048,-0.211914,-0.807617,0.593262
1523182983248089,-0.218262,-0.803223,0.588379
1523182983270149,-0.206055,-0.806152,0.588867
1523182983293209,-0.205078,-0.79541,0.595703
1523182983308251,-0.202637,-0.792969,0.59668
1523182983330309,-0.205566,-0.802734,0.602539
1523182983353370,-0.206055,-0.794434,0.590332
1523182983368448,-0.202637,-0.803223,0.587402
1523182983390468,-0.208496,-0.803711,0.590332
1523182983413556,-0.203613,-0.791016,0.592773
1523182983427568,-0.20166,-0.805664,0.599609
1523182983450628,-0.204102,-0.796387,0.594727
