timestamp,x,y,z,w
1523148915696534,0.120117,0.297058,-0.753906,-0.573608
1523148915719086,0.119812,0.298035,-0.753296,-0.573975
1523148915733123,0.119507,0.299011,-0.752686,-0.574341
1523148915756689,0.117981,0.300476,-0.752075,-0.574646
1523148915778742,0.116516,0.302185,-0.751404,-0.574951
1523148915799802,0.116211,0.303528,-0.750732,-0.575134
1523148915816342,0.116272,0.303528,-0.75061,-0.575256
1523148915838903,0.117371,0.303528,-0.75061,-0.575073
1523148915859959,0.118591,0.303406,-0.75061,-0.574951
1523148915876503,0.119751,0.303101,-0.750549,-0.57489
1523148915899065,0.120544,0.302856,-0.750549,-0.57489
1523148915920118,0.121033,0.302856,-0.750488,-0.57489
1523148915943681,0.12146,0.302979,-0.750366,-0.57489
1523148915958722,0.121887,0.30304,-0.750305,-0.574829
1523148915979777,0.122253,0.302979,-0.750183,-0.57489
1523148915996323,0.122681,0.302795,-0.750183,-0.574951
1523148916018882,0.122681,0.302673,-0.750183,-0.574951
1523148916039938,0.122803,0.302246,-0.750427,-0.57489
1523148916056481,0.122559,0.301758,-0.750793,-0.574707
1523148916079043,0.119141,0.30072,-0.750854,-0.575867
1523148916100098,0.117493,0.300293,-0.752075,-0.574829
1523148916116642,0.116699,0.298584,-0.752686,-0.575134
1523148916138701,0.117188,0.297119,-0.753357,-0.57489
1523148916159756,0.118896,0.296631,-0.753662,-0.574402
1523148916176301,0.120178,0.295288,-0.75415,-0.574158
1523148916198860,0.121216,0.295166,-0.75415,-0.573975
1523148916221420,0.121643,0.295898,-0.753784,-0.573975
1523148916236465,0.121399,0.29718,-0.753235,-0.574158
1523148916259022,0.12085,0.298828,-0.752563,-0.57428
1523148916281580,0.119873,0.300415,-0.752014,-0.574341
1523148916296622,0.118408,0.302002,-0.751587,-0.574402
1523148916319180,0.116699,0.303528,-0.751221,-0.574402
1523148916341240,0.115906,0.304688,-0.750793,-0.574585
1523148916356280,0.116028,0.305298,-0.750427,-0.574707
1523148916378841,0.116516,0.305664,-0.750183,-0.574707
1523148916401399,0.117371,0.305786,-0.75,-0.574707
1523148916415938,0.118225,0.305786,-0.749878,-0.574707
1523148916439502,0.119019,0.305603,-0.749817,-0.574707
1523148916461560,0.119751,0.30542,-0.749817,-0.574585
1523148916475598,0.119873,0.305115,-0.75,-0.574524
1523148916499159,0.119934,0.304871,-0.750244,-0.574341
1523148916528739,0.119812,0.304016,-0.750793,-0.574097
1523148916535758,0.119141,0.302673,-0.75177,-0.573669
1523148916558819,0.115784,0.300415,-0.752075,-0.575073
1523148916581379,0.113525,0.300049,-0.753174,-0.574341
1523148916595917,0.112061,0.298523,-0.753479,-0.575073
1523148916618979,0.112488,0.296387,-0.754028,-0.575378
1523148916641538,0.112793,0.294922,-0.754578,-0.575256
1523148916655576,0.112976,0.292908,-0.755676,-0.574829
1523148916678637,0.112488,0.293152,-0.755737,-0.574768
1523148916701199,0.110901,0.294983,-0.755066,-0.575012
1523148916722755,0.108765,0.298157,-0.753784,-0.575439
1523148916738798,0.106506,0.300415,-0.752502,-0.576416
1523148916761358,0.106506,0.300415,-0.751709,-0.577454
1523148916782413,0.108276,0.301575,-0.75061,-0.577942
1523148916798456,0.110901,0.302185,-0.749939,-0.578003
1523148916821016,0.11322,0.302246,-0.749512,-0.578003
1523148916842575,0.114502,0.302063,-0.749268,-0.578247
1523148916859122,0.115479,0.301758,-0.749084,-0.57843
1523148916881176,0.115967,0.301819,-0.748901,-0.578491
1523148916902736,0.116272,0.302124,-0.748718,-0.578491
1523148916918780,0.11615,0.302368,-0.748657,-0.578491
1523148916941337,0.115601,0.302612,-0.748718,-0.578369
1523148916963897,0.114563,0.303162,-0.748901,-0.578125
1523148916978936,0.113159,0.303711,-0.749023,-0.577881
1523148917001499,0.111389,0.303467,-0.749573,-0.577637
1523148917022552,0.109741,0.302917,-0.750366,-0.577209
1523148917039096,0.107788,0.302368,-0.751343,-0.57666
1523148917061656,0.104065,0.300842,-0.753174,-0.575684
1523148917083717,0.10199,0.300537,-0.75354,-0.575745
1523148917098255,0.102356,0.297546,-0.754761,-0.575623
1523148917121316,0.105286,0.296448,-0.755188,-0.575134
1523148917142370,0.107666,0.295349,-0.755737,-0.574585
1523148917158917,0.109131,0.294678,-0.756104,-0.574097
1523148917181477,0.109375,0.294556,-0.756348,-0.573853
1523148917204037,0.108521,0.294312,-0.756592,-0.573792
1523148917219076,0.107056,0.294861,-0.756775,-0.573547
1523148917241134,0.10498,0.295837,-0.756836,-0.573303
1523148917270213,0.102356,0.296875,-0.756897,-0.573242
1523148917278734,0.0991821,0.297913,-0.756836,-0.573303
1523148917301798,0.0959473,0.298889,-0.756592,-0.573669
1523148917323855,0.0940552,0.2995,-0.756165,-0.57428
1523148917338393,0.0939941,0.299622,-0.755798,-0.574646
1523148917361455,0.0947876,0.2995,-0.755554,-0.574951
1523148917384014,0.0958862,0.299316,-0.755371,-0.575073
1523148917398053,0.0965576,0.299316,-0.755249,-0.575134
1523148917421614,0.0966187,0.299255,-0.755249,-0.575134
1523148917443673,0.0962524,0.29895,-0.755371,-0.575195
1523148917458212,0.0957031,0.29895,-0.755554,-0.575073
1523148917481275,0.0950317,0.299316,-0.755554,-0.574951
1523148917503834,0.093811,0.299561,-0.755859,-0.574646
1523148917518373,0.0922852,0.2995,-0.756409,-0.574219
1523148917548953,0.0914307,0.299377,-0.75708,-0.573486
1523148917563994,0.0894775,0.298401,-0.757996,-0.573059
1523148917578534,0.0875244,0.297607,-0.758484,-0.57312
1523148917601594,0.0876465,0.294983,-0.75946,-0.573181
1523148917623652,0.0895386,0.293884,-0.759766,-0.57312
1523148917638191,0.0914917,0.292969,-0.760132,-0.572754
1523148917661755,0.0925293,0.292725,-0.760193,-0.572632
1523148917683813,0.0928955,0.29364,-0.759827,-0.572571
1523148917704869,0.0924683,0.294617,-0.759521,-0.572571
1523148917721414,0.0914917,0.295776,-0.759277,-0.572449
1523148917743972,0.0895386,0.297241,-0.759033,-0.572327
1523148917765029,0.0874023,0.298157,-0.758667,-0.572632
1523148917781572,0.0880127,0.298889,-0.758179,-0.572815
1523148917804132,0.090332,0.299316,-0.75769,-0.572876
1523148917826190,0.0932007,0.299622,-0.757324,-0.572815
1523148917841232,0.0959473,0.299927,-0.756897,-0.572754
1523148917863791,0.0983887,0.300415,-0.75647,-0.572632
1523148917884850,0.0999756,0.301086,-0.756104,-0.57251
1523148917901395,0.100769,0.301819,-0.755737,-0.572449
1523148917923952,0.10083,0.302734,-0.755432,-0.572327
1523148917945007,0.100708,0.303833,-0.755188,-0.572083
1523148917961558,0.100586,0.304688,-0.755066,-0.571838
1523148917984111,0.100403,0.305542,-0.754822,-0.571716
1523148918005167,0.100342,0.305908,-0.754639,-0.571777
1523148918021214,0.100342,0.305908,-0.754639,-0.571716
1523148918043770,0.100708,0.305542,-0.754822,-0.571655
1523148918064833,0.0996704,0.304382,-0.7547,-0.572632
1523148918081370,0.100281,0.304504,-0.754517,-0.572693
1523148918103930,0.102295,0.302795,-0.754639,-0.57312
1523148918126490,0.104675,0.302002,-0.754578,-0.573181
1523148918141531,0.106506,0.302063,-0.754333,-0.57312
1523148918164090,0.1073,0.30188,-0.754395,-0.572937
1523148918186148,0.106689,0.302368,-0.754395,-0.572876
1523148918201190,0.104736,0.303406,-0.754333,-0.572754
1523148918223748,0.101929,0.304565,-0.754272,-0.572693
1523148918246313,0.0986938,0.305237,-0.754333,-0.572815
1523148918261351,0.0965576,0.305603,-0.754272,-0.57312
1523148918283909,0.0959473,0.305298,-0.754272,-0.573364
1523148918306470,0.0966187,0.304749,-0.754395,-0.573364
1523148918320510,0.0979004,0.304382,-0.754395,-0.573303
1523148918344069,0.0993042,0.303833,-0.754456,-0.573303
1523148918366630,0.100647,0.303345,-0.754517,-0.573242
1523148918388691,0.101807,0.302979,-0.754639,-0.57312
1523148918403727,0.102905,0.302917,-0.7547,-0.572815
1523148918426289,0.104004,0.302856,-0.754822,-0.572571
1523148918440826,0.105164,0.30249,-0.755005,-0.572266
1523148918463889,0.10614,0.302368,-0.754944,-0.572205
1523148918486447,0.106812,0.302612,-0.754883,-0.572021
1523148918500485,0.107666,0.303162,-0.754639,-0.57196
1523148918524047,0.108887,0.30304,-0.754456,-0.572021
1523148918546609,0.110962,0.302795,-0.754272,-0.57196
1523148918567665,0.113708,0.302124,-0.75415,-0.571899
1523148918583708,0.116394,0.300659,-0.754456,-0.571777
1523148918606267,0.120911,0.299255,-0.753418,-0.572937
1523148918628826,0.126038,0.295776,-0.753479,-0.573547
1523148918643870,0.131165,0.294434,-0.753296,-0.573303
1523148918666428,0.133484,0.294128,-0.753113,-0.573181
1523148918687484,0.13324,0.29364,-0.753174,-0.573425
1523148918704028,0.132202,0.293274,-0.753723,-0.573181
1523148918726587,0.130249,0.293274,-0.754456,-0.572632
1523148918747643,0.126953,0.293457,-0.754883,-0.572693
1523148918763686,0.122681,0.294495,-0.754639,-0.573364
1523148918769211,0.118835,0.295471,-0.75415,-0.574402
1523148918791770,0.117126,0.296082,-0.753418,-0.575378
1523148918814332,0.116943,0.295532,-0.75293,-0.576355
1523148918829373,0.117493,0.294617,-0.752625,-0.577087
1523148918854939,0.118347,0.293762,-0.752258,-0.57782
1523148918873990,0.119202,0.292969,-0.751892,-0.578552
1523148918889030,0.119446,0.292236,-0.751709,-0.579102
1523148918911589,0.118591,0.291077,-0.752014,-0.579407
1523148918934156,0.117493,0.290039,-0.75293,-0.578979
1523148918949190,0.116516,0.289978,-0.753723,-0.578186
1523148918971750,0.115356,0.289978,-0.754272,-0.577759
1523148918994313,0.114075,0.290161,-0.754517,-0.577576
1523148919009352,0.11377,0.290588,-0.754456,-0.577454
1523148919033414,0.113953,0.291077,-0.754395,-0.577271
1523148919054469,0.113586,0.291138,-0.75354,-0.57843
1523148919069008,0.114319,0.291504,-0.75354,-0.578064
1523148919091572,0.11615,0.28949,-0.75354,-0.578735
1523148919114129,0.118896,0.287231,-0.753845,-0.578918
1523148919129169,0.122192,0.287109,-0.753418,-0.578796
1523148919151731,0.124573,0.286682,-0.753357,-0.578552
1523148919174289,0.125854,0.286743,-0.753296,-0.57843
1523148919189330,0.12616,0.287292,-0.753113,-0.578308
1523148919214897,0.125854,0.288147,-0.75293,-0.578125
1523148919234452,0.125244,0.289124,-0.752808,-0.578003
1523148919249489,0.12439,0.290405,-0.752563,-0.57782
1523148919271548,0.12323,0.291382,-0.752319,-0.577881
1523148919294608,0.121887,0.292297,-0.751892,-0.578247
1523148919309148,0.121399,0.293091,-0.751221,-0.578857
1523148919331707,0.121948,0.293213,-0.750732,-0.579346
1523148919354268,0.122803,0.292725,-0.750488,-0.579712
1523148919369310,0.123779,0.292358,-0.750427,-0.579773
1523148919391867,0.124329,0.291748,-0.750549,-0.579834
1523148919414432,0.124023,0.291138,-0.750793,-0.579895
1523148919429468,0.123352,0.291016,-0.750977,-0.579773
1523148919452028,0.122192,0.290771,-0.751282,-0.579773
1523148919474088,0.120911,0.290527,-0.751526,-0.579895
1523148919496649,0.119446,0.290466,-0.751648,-0.580078
1523148919511689,0.117676,0.289795,-0.751831,-0.580505
1523148919534248,0.116028,0.288757,-0.752136,-0.580933
1523148919549289,0.114929,0.288147,-0.752625,-0.580872
1523148919571848,0.112366,0.287109,-0.752502,-0.582031
1523148919594421,0.111694,0.286743,-0.753052,-0.581604
1523148919616966,0.11261,0.284607,-0.753418,-0.582031
1523148919631505,0.114197,0.282837,-0.753845,-0.58197
1523148919654065,0.116394,0.282959,-0.753601,-0.581787
1523148919670609,0.117798,0.282349,-0.753662,-0.581787
1523148919691674,0.118408,0.282349,-0.753479,-0.581848
1523148919714225,0.118469,0.283203,-0.753174,-0.581787
1523148919730769,0.117065,0.28479,-0.752747,-0.581909
1523148919751827,0.115234,0.287598,-0.752014,-0.581848
1523148919774385,0.114319,0.289124,-0.751465,-0.582031
1523148919790930,0.115112,0.290283,-0.750916,-0.581909
1523148919811986,0.116943,0.291138,-0.750427,-0.581787
1523148919834046,0.119202,0.291443,-0.750061,-0.581665
1523148919850590,0.121338,0.291626,-0.749756,-0.581482
1523148919871653,0.122437,0.291992,-0.749512,-0.581421
1523148919894207,0.122681,0.292297,-0.749329,-0.581421
1523148919910748,0.121887,0.292603,-0.749268,-0.581543
1523148919931808,0.12085,0.293274,-0.749146,-0.581604
1523148919955870,0.119751,0.294189,-0.748901,-0.581665
1523148919970909,0.118958,0.294739,-0.748596,-0.58197
1523148919991965,0.118103,0.294434,-0.748535,-0.582336
1523148920014026,0.117737,0.294006,-0.748718,-0.582397
1523148920032574,0.11676,0.293762,-0.749084,-0.582275
1523148920053128,0.115051,0.292358,-0.750366,-0.581665
1523148920074183,0.114624,0.291626,-0.750488,-0.58197
1523148920092231,0.11499,0.288879,-0.751343,-0.582092
1523148920111782,0.116821,0.287781,-0.751587,-0.582031
1523148920134345,0.118042,0.28656,-0.751709,-0.582214
1523148920152393,0.118713,0.285706,-0.751526,-0.582703
1523148920171942,0.119141,0.28595,-0.751099,-0.583069
1523148920194505,0.119263,0.286316,-0.750671,-0.583374
1523148920212050,0.11908,0.287048,-0.750244,-0.583557
1523148920231602,0.117554,0.288635,-0.749756,-0.58374
1523148920254164,0.115356,0.290833,-0.749084,-0.583923
1523148920272211,0.114136,0.292297,-0.748535,-0.584167
1523148920291763,0.114624,0.293396,-0.747986,-0.58429
1523148920321842,0.116272,0.294128,-0.747437,-0.584229
1523148920332373,0.118469,0.294678,-0.746948,-0.584106
1523148920351924,0.12085,0.295166,-0.746521,-0.583984
1523148920374481,0.122803,0.295471,-0.746277,-0.58374
1523148920392532,0.123657,0.296021,-0.746094,-0.583557
1523148920411584,0.123291,0.296509,-0.746033,-0.583435
1523148920434141,0.122009,0.297363,-0.746033,-0.583252
1523148920452189,0.120544,0.29834,-0.745972,-0.58313
1523148920471742,0.119202,0.299133,-0.745911,-0.583069
1523148920494304,0.117981,0.299194,-0.745972,-0.583191
1523148920512349,0.117432,0.299072,-0.746216,-0.583069
1523148920531923,0.117126,0.298767,-0.746582,-0.582825
1523148920554462,0.115051,0.298645,-0.746582,-0.583313
1523148920572009,0.114807,0.297668,-0.747437,-0.582703
1523148920591560,0.11615,0.296021,-0.747681,-0.583008
1523148920614121,0.118347,0.292908,-0.748535,-0.583008
1523148920632172,0.121033,0.290955,-0.748901,-0.583008
1523148920653225,0.122437,0.289124,-0.749268,-0.58313
1523148920674281,0.122742,0.288086,-0.749451,-0.583374
1523148920692331,0.122681,0.288086,-0.749451,-0.583435
1523148920713385,0.121765,0.288025,-0.749695,-0.583313
1523148920734439,0.120117,0.28833,-0.75,-0.583069
1523148920751987,0.117004,0.289307,-0.750244,-0.582886
1523148920773044,0.113342,0.289917,-0.750366,-0.583191
1523148920794098,0.110779,0.289917,-0.750427,-0.583618
1523148920812147,0.10968,0.289978,-0.750366,-0.583801
1523148920833204,0.109619,0.289246,-0.750549,-0.583984
1523148920854260,0.110413,0.28833,-0.750854,-0.583923
1523148920876820,0.111328,0.287537,-0.751038,-0.583862
1523148920893364,0.112061,0.286682,-0.751221,-0.583984
1523148920914423,0.112549,0.286194,-0.751221,-0.584106
1523148920932467,0.112549,0.286194,-0.751221,-0.584106
1523148920953022,0.112488,0.286194,-0.751221,-0.584106
1523148920974081,0.111816,0.286072,-0.751404,-0.584045
1523148920992126,0.111572,0.286011,-0.751648,-0.583862
1523148921014687,0.111206,0.285583,-0.752075,-0.583496
1523148921034240,0.108887,0.285156,-0.752075,-0.584167
1523148921052286,0.108459,0.284851,-0.752869,-0.583435
1523148921074846,0.109009,0.284058,-0.752869,-0.583679
1523148921094401,0.109741,0.282104,-0.753662,-0.583435
1523148921112448,0.110535,0.281372,-0.754089,-0.583069
1523148921134508,0.109863,0.279785,-0.754822,-0.583069
1523148921155561,0.108765,0.279297,-0.755127,-0.58313
1523148921172105,0.107727,0.279602,-0.755066,-0.583252
1523148921195167,0.106689,0.279724,-0.754944,-0.583557
1523148921214217,0.105896,0.280273,-0.754639,-0.583801
1523148921232269,0.10498,0.281311,-0.754211,-0.583984
1523148921254831,0.10376,0.282837,-0.753662,-0.584167
1523148921274378,0.10199,0.283997,-0.753296,-0.584412
1523148921291924,0.101196,0.284851,-0.753113,-0.584351
1523148921314486,0.10144,0.284973,-0.753174,-0.584229
1523148921334037,0.102783,0.284607,-0.753235,-0.584106
1523148921352087,0.104553,0.284912,-0.752869,-0.584045
1523148921375145,0.106323,0.285522,-0.752319,-0.584167
1523148921394196,0.107727,0.285767,-0.751892,-0.584412
1523148921412244,0.108704,0.285889,-0.751587,-0.584473
1523148921434807,0.109192,0.286194,-0.751465,-0.584351
1523148921454358,0.108765,0.286255,-0.751587,-0.58429
1523148921472404,0.108093,0.286316,-0.751709,-0.58429
1523148921495466,0.108032,0.286194,-0.751953,-0.583984
1523148921515022,0.108582,0.285706,-0.752502,-0.583435
1523148921532065,0.108276,0.283997,-0.752869,-0.583801
1523148921554121,0.109009,0.283447,-0.753601,-0.583008
1523148921575680,0.110474,0.281616,-0.754089,-0.583008
1523148921592224,0.112,0.279907,-0.754639,-0.582825
1523148921614789,0.112549,0.279236,-0.754761,-0.582886
1523148921635840,0.111938,0.278503,-0.754883,-0.583191
1523148921652383,0.111145,0.27887,-0.754761,-0.583374
1523148921682463,0.109985,0.279175,-0.754639,-0.583557
1523148921712543,0.109131,0.279724,-0.754456,-0.58374
1523148921714548,0.108521,0.280396,-0.754028,-0.584106
1523148921734101,0.107971,0.28125,-0.753479,-0.584412
1523148921755156,0.106506,0.282654,-0.75293,-0.584717
1523148921771201,0.104797,0.284302,-0.75238,-0.585022
1523148921793759,0.104492,0.285889,-0.75177,-0.585022
1523148921814819,0.104553,0.287109,-0.751343,-0.584961
1523148921831361,0.105347,0.288391,-0.750977,-0.584656
1523148921853920,0.106567,0.289551,-0.75061,-0.58429
1523148921874976,0.107971,0.290771,-0.750427,-0.583679
1523148921891019,0.108887,0.291504,-0.750427,-0.58313
1523148921914079,0.109436,0.292114,-0.750549,-0.582642
1523148921936638,0.109314,0.292236,-0.750671,-0.582397
1523148921951178,0.108948,0.292236,-0.750732,-0.582397
1523148921973740,0.108948,0.292175,-0.750732,-0.582458
1523148921996299,0.10907,0.291809,-0.750793,-0.58252
1523148922011339,0.109131,0.291504,-0.750854,-0.582581
1523148922033899,0.109497,0.291138,-0.750916,-0.582581
1523148922056458,0.109192,0.291077,-0.75116,-0.582397
1523148922070495,0.107239,0.290649,-0.750732,-0.583496
1523148922094059,0.10614,0.29126,-0.750916,-0.58313
1523148922123637,0.106384,0.289673,-0.751221,-0.583496
1523148922130657,0.107056,0.28772,-0.751892,-0.583435
1523148922153717,0.107727,0.28717,-0.751953,-0.583557
1523148922176278,0.107483,0.286316,-0.752075,-0.583923
1523148922190815,0.107117,0.286133,-0.751892,-0.584229
1523148922213888,0.106689,0.286316,-0.75177,-0.584412
1523148922236438,0.106445,0.286621,-0.751587,-0.584534
1523148922250475,0.106384,0.287354,-0.751221,-0.584656
1523148922274037,0.104736,0.288757,-0.750671,-0.584961
1523148922296599,0.103638,0.290833,-0.749939,-0.585083
1523148922310635,0.103088,0.292114,-0.749451,-0.585205
1523148922333696,0.103394,0.292603,-0.749268,-0.585083
1523148922356257,0.104797,0.293213,-0.749084,-0.584717
1523148922370796,0.105835,0.293518,-0.749146,-0.584412
1523148922393856,0.106201,0.293579,-0.749146,-0.584229
1523148922416423,0.106201,0.293457,-0.749207,-0.584229
1523148922437472,0.105591,0.293213,-0.74939,-0.58429
1523148922454016,0.104736,0.293274,-0.74939,-0.584351
1523148922476576,0.103943,0.292786,-0.749512,-0.584656
1523148922497631,0.102966,0.291626,-0.749573,-0.585266
1523148922513677,0.102356,0.289978,-0.749695,-0.58606
1523148922543758,0.101257,0.288574,-0.750122,-0.586426
1523148922557293,0.098999,0.286743,-0.750793,-0.586792
1523148922573835,0.0974121,0.285828,-0.751282,-0.586914
1523148922596395,0.0966797,0.282898,-0.752075,-0.587402
1523148922617451,0.0966187,0.280273,-0.75293,-0.587585
1523148922634496,0.0966187,0.278992,-0.753174,-0.58783
1523148922656554,0.0958862,0.277893,-0.753357,-0.588318
1523148922677611,0.0949707,0.278198,-0.752991,-0.588745
1523148922693654,0.0936279,0.278625,-0.752869,-0.588989
1523148922716214,0.0917969,0.27887,-0.752563,-0.589478
1523148922737270,0.0894775,0.279785,-0.752258,-0.589844
1523148922753815,0.086853,0.280212,-0.752014,-0.590271
1523148922776376,0.0853882,0.281128,-0.75177,-0.590454
1523148922797432,0.0848389,0.281921,-0.751465,-0.590515
1523148922813475,0.0848389,0.281921,-0.751343,-0.590698
1523148922844055,0.0855713,0.282166,-0.751038,-0.590759
1523148922859094,0.0864258,0.282654,-0.750793,-0.590759
1523148922873634,0.0870972,0.282776,-0.75061,-0.59082
1523148922896193,0.0875854,0.282776,-0.750549,-0.59082
1523148922918753,0.0876465,0.282959,-0.750488,-0.59082
1523148922933794,0.0876465,0.28302,-0.750427,-0.59082
1523148922956353,0.0874634,0.282959,-0.750427,-0.590942
1523148922978913,0.0875244,0.282715,-0.750488,-0.591003
1523148922993954,0.0876465,0.282043,-0.750854,-0.59082
1523148923016513,0.0864258,0.280396,-0.750793,-0.591858
1523148923039072,0.0870972,0.280273,-0.751099,-0.59137
1523148923053110,0.0888672,0.27887,-0.751343,-0.591492
1523148923076173,0.0900879,0.27771,-0.751648,-0.591431
1523148923099233,0.0910034,0.277527,-0.751465,-0.591675
1523148923113271,0.0914917,0.276978,-0.751587,-0.591736
1523148923136331,0.0918579,0.277039,-0.751648,-0.591492
1523148923158890,0.0919189,0.276611,-0.751953,-0.591309
1523148923173430,0.0914917,0.275757,-0.752258,-0.591431
1523148923196496,0.0913086,0.275635,-0.752197,-0.591553
1523148923219051,0.0911865,0.276306,-0.751831,-0.591736
1523148923233090,0.0906372,0.277283,-0.751282,-0.592041
1523148923256150,0.0894165,0.278931,-0.75061,-0.592346
1523148923279713,0.0883179,0.280273,-0.75,-0.59259
1523148923293303,0.0873413,0.281738,-0.749451,-0.592773
1523148923316362,0.086792,0.283203,-0.749023,-0.592712
1523148923346447,0.086792,0.283813,-0.74884,-0.592651
1523148923359977,0.0872192,0.283386,-0.749023,-0.592529
1523148923377022,0.0875244,0.283386,-0.749146,-0.592346
1523148923398580,0.0877075,0.283569,-0.749023,-0.592346
1523148923420137,0.0879517,0.283508,-0.748962,-0.592407
1523148923436180,0.0878296,0.283203,-0.749023,-0.592529
1523148923458743,0.0884399,0.283203,-0.749146,-0.592285
1523148923480298,0.0882568,0.283325,-0.749207,-0.592163
1523148923496341,0.0874023,0.281921,-0.750366,-0.591492
1523148923518903,0.0878906,0.281494,-0.750305,-0.591736
1523148923539956,0.0889893,0.279602,-0.750793,-0.591858
1523148923556501,0.090332,0.278198,-0.751099,-0.591919
1523148923579061,0.0911865,0.276855,-0.751404,-0.592041
1523148923600116,0.0913696,0.275574,-0.751648,-0.592285
1523148923616160,0.0916138,0.275269,-0.751709,-0.592346
1523148923638720,0.0913086,0.275146,-0.751587,-0.592529
1523148923659780,0.0906372,0.275757,-0.751282,-0.592773
1523148923676320,0.0895386,0.276978,-0.750732,-0.593018
1523148923698880,0.0877686,0.278198,-0.750244,-0.593384
1523148923719936,0.0860596,0.279602,-0.749634,-0.593689
1523148923736481,0.0852661,0.281311,-0.748962,-0.593933
1523148923759041,0.085083,0.282349,-0.748474,-0.594055
1523148923780106,0.0852051,0.282959,-0.748108,-0.594177
1523148923796641,0.0855713,0.282837,-0.747986,-0.59436
1523148923818699,0.0863647,0.282715,-0.747925,-0.59436
1523148923841258,0.0869751,0.282654,-0.747803,-0.594482
1523148923856299,0.0873413,0.282898,-0.74762,-0.594543
1523148923878860,0.0872803,0.28302,-0.74762,-0.594543
1523148923901419,0.0872192,0.283081,-0.747559,-0.594543
1523148923916459,0.0874634,0.283508,-0.747375,-0.594482
1523148923939017,0.0874634,0.283875,-0.747192,-0.594604
1523148923961578,0.0875854,0.284119,-0.74707,-0.594604
1523148923975616,0.0876465,0.284058,-0.74707,-0.594604
1523148923998678,0.0877686,0.284302,-0.747375,-0.594116
1523148924028762,0.0870361,0.283813,-0.747803,-0.593933
1523148924035777,0.086731,0.283752,-0.747986,-0.59375
1523148924058838,0.0876465,0.282593,-0.748291,-0.593811
1523148924081398,0.0888062,0.281372,-0.748657,-0.59375
1523148924095937,0.090271,0.281067,-0.748596,-0.593689
1523148924118998,0.0910645,0.28064,-0.748535,-0.593872
1523148924141556,0.0916138,0.280884,-0.74823,-0.594055
1523148924155595,0.0916748,0.281189,-0.748047,-0.594177
1523148924178658,0.0913086,0.281738,-0.747803,-0.594238
1523148924208736,0.0906982,0.282532,-0.747559,-0.594299
1523148924215757,0.0900879,0.283386,-0.747314,-0.594299
1523148924238909,0.0891113,0.28418,-0.747009,-0.594421
1523148924261469,0.0884399,0.28479,-0.746826,-0.594482
1523148924275505,0.0881958,0.285339,-0.746643,-0.594421
1523148924299067,0.0883789,0.285156,-0.746704,-0.594421
1523148924321632,0.0889282,0.285278,-0.746643,-0.59436
1523148924343686,0.0895996,0.285828,-0.746277,-0.594421
1523148924358726,0.0903931,0.28595,-0.746094,-0.594543
1523148924381287,0.0913696,0.285706,-0.745911,-0.594727
1523148924402343,0.0921021,0.286072,-0.745667,-0.594788
1523148924418889,0.0922852,0.286438,-0.745544,-0.594727
1523148924441449,0.0915527,0.28656,-0.745605,-0.594666
1523148924462503,0.0906372,0.286926,-0.745667,-0.594543
1523148924486567,0.0898438,0.286987,-0.745728,-0.594543
1523148924501607,0.0892944,0.286743,-0.745972,-0.594482
1523148924522664,0.0893555,0.286499,-0.746277,-0.594177
1523148924538707,0.0891724,0.286316,-0.746765,-0.593689
1523148924561266,0.0884399,0.28595,-0.747009,-0.593628
1523148924582322,0.0886841,0.286682,-0.746826,-0.593567
1523148924598867,0.0905151,0.285522,-0.746887,-0.593689
1523148924621427,0.0921631,0.284241,-0.747131,-0.59375
1523148924642482,0.0939941,0.284241,-0.746948,-0.59375
1523148924659027,0.0942383,0.283752,-0.746948,-0.593872
1523148924681585,0.093811,0.283752,-0.747009,-0.593933
1523148924702141,0.0928345,0.284058,-0.746948,-0.593994
1523148924718685,0.0917969,0.284119,-0.746887,-0.594177
1523148924741247,0.0913696,0.284424,-0.746826,-0.594177
1523148924763806,0.0901489,0.284729,-0.746704,-0.594421
1523148924778846,0.0890503,0.285828,-0.746216,-0.594604
1523148924801405,0.088501,0.287354,-0.745544,-0.594849
1523148924823969,0.0892334,0.288879,-0.744873,-0.594849
1523148924839004,0.0911255,0.289978,-0.744446,-0.594543
1523148924861565,0.0925903,0.289673,-0.744568,-0.594299
1523148924884125,0.0935059,0.289246,-0.744812,-0.594055
1523148924898664,0.0935059,0.289185,-0.744812,-0.594055
1523148924921223,0.0934448,0.289124,-0.744873,-0.594055
1523148924944289,0.0930786,0.289063,-0.744873,-0.594116
1523148924958324,0.0927124,0.28894,-0.744995,-0.594055
1523148924981384,0.0924072,0.288635,-0.745117,-0.594116
1523148925003944,0.0922852,0.288269,-0.745178,-0.594299
1523148925017981,0.0927734,0.287781,-0.745239,-0.59436
1523148925041545,0.0931396,0.287354,-0.745483,-0.594177
1523148925064105,0.0922852,0.286682,-0.7453,-0.59491
1523148925078143,0.0921631,0.287415,-0.7453,-0.594482
1523148925101203,0.0932617,0.286133,-0.745544,-0.594666
1523148925123763,0.0942993,0.284607,-0.746033,-0.594666
1523148925138302,0.0959473,0.284363,-0.746033,-0.594482
1523148925161365,0.0963135,0.283264,-0.746399,-0.594543
1523148925183923,0.0961914,0.282593,-0.746643,-0.594543
1523148925197960,0.0955811,0.282715,-0.746765,-0.594482
